"Title","Release Year","Genre","Content Rating","Runtime","Critic Rating","Audience Rating","Difference"
"Mortal Engines","2018","Action & Adventure","PG-13",128,26,49,-23
"Mortdecai","2015","Action & Adventure","R",106,12,30,-18
"Mother and Child","2010","Drama","R",126,78,76,2
"Moulin Rouge!","2001","Drama","PG-13",126,76,89,-13
"Mowgli: Legend of the Jungle","2018","Action & Adventure","PG-13",105,53,51,2
"Mr. 3000","2004","Comedy","PG-13",102,55,30,25
"Mr. Bean's Holiday","2007","Comedy","PG",88,52,49,3
"Mr. Brooks","2007","Drama","R",121,55,76,-21
"Mr. Deeds","2002","Comedy","PG-13",96,22,59,-37
"Mr. Magorium's Wonder Emporium","2007","Comedy","G",95,38,55,-17
"Mr. Peabody & Sherman","2014","Action & Adventure","PG",91,81,73,8
"Mr. Popper's Penguins","2011","Comedy","PG",94,47,53,-6
"Mr. Turner","2014","Drama","R",149,97,56,41
"Mr. Woodcock","2007","Comedy","PG-13",87,14,32,-18
"Mrs. Henderson Presents","2006","Comedy","R",103,67,72,-5
"Mud","2013","Drama","PG-13",130,97,80,17
"Mudbound","2017","Drama","R",134,97,85,12
"Mulholland Drive","2001","Drama","R",146,83,87,-4
"Munich","2005","Drama","R",164,78,83,-5
"Muppets Most Wanted","2014","Comedy","PG",106,80,58,22
"Murder On The Orient Express","2017","Drama","PG-13",114,61,53,8
"Murder by Numbers","2002","Drama","R",120,31,49,-18
"Music and Lyrics","2007","Comedy","PG-13",96,63,68,-5
"Must Love Dogs","2005","Comedy","PG-13",98,36,50,-14
"Mustang","2015","Drama","PG-13",97,97,88,9
"My Big Fat Greek Wedding","2002","Comedy","PG",95,76,73,3
"My Big Fat Greek Wedding 2","2016","Comedy","PG-13",94,27,53,-26
"My Bloody Valentine 3-D","2009","Horror","R",101,63,44,19
"My Blueberry Nights","2007","Drama","PG-13",90,46,61,-15
"My Cousin Rachel","2017","Drama","PG-13",106,76,45,31
"My Friend Dahmer","2017","Drama","R",107,86,61,25
"My Life as a Zucchini (Ma vie de courgette)","2017","Animation","PG-13",66,99,89,10
"My Life in Ruins","2009","Comedy","PG-13",96,10,44,-34
"My Sister's Keeper","2009","Drama","PG-13",108,48,72,-24
"My Super Ex-Girlfriend","2006","Comedy","PG-13",96,39,31,8
"My Week with Marilyn","2011","Drama","R",101,83,71,12
"Mystic River","2003","Drama","R",137,88,89,-1
"Nacho Libre","2006","Comedy","PG",91,40,54,-14
"Nancy Drew","2007","Action & Adventure","PG",99,50,59,-9
"Nanny McPhee","2006","Comedy","PG",99,73,64,9
"Nanny McPhee Returns","2010","Comedy","PG",109,76,55,21
"Napoleon Dynamite","2004","Comedy","PG",86,71,74,-3
"Narc","2002","Action & Adventure","R",105,84,79,5
"National Treasure","2004","Action & Adventure","PG",130,46,76,-30
"National Treasure: Book of Secrets","2007","Action & Adventure","PG",130,36,67,-31
"Nebraska","2013","Drama","R",114,91,83,8
"Need For Speed","2014","Action & Adventure","PG-13",130,22,57,-35
"Neighbors 2: Sorority Rising","2016","Comedy","R",92,64,44,20
"Never Let Me Go","2010","Drama","R",104,70,70,0
"Never Rarely Sometimes Always","2020","Drama","NR",101,99,20,79
"New In Town","2009","Comedy","PG",96,28,37,-9
"New Year's Eve","2011","Comedy","PG-13",117,7,45,-38
"New York Minute","2004","Action & Adventure","PG",91,11,47,-36
"Nicholas Nickleby","2002","Drama","PG",138,78,75,3
"Nick and Norah's Infinite Playlist","2008","Comedy","PG-13",89,75,65,10
"Night School","2018","Comedy","PG-13",111,26,38,-12
"Night at the Museum","2006","Action & Adventure","PG",108,43,67,-24
"Night at the Museum 2: Battle of the Smithsonian","2009","Action & Adventure","PG",105,45,47,-2
"Night at the Museum: Secret of the Tomb","2014","Action & Adventure","PG",97,47,57,-10
"Nightcrawler","2014","Drama","R",117,95,85,10
"Nights in Rodanthe","2008","Drama","PG-13",96,31,52,-21
"Nim's Island","2008","Action & Adventure","PG",94,51,46,5
"Nine","2009","Drama","PG-13",118,39,37,2
"Ninja Assassin","2009","Action & Adventure","R",99,26,54,-28
"No Country for Old Men","2007","Action & Adventure","R",122,93,86,7
"No Reservations","2007","Comedy","PG",104,42,62,-20
"No Strings Attached","2011","Comedy","R",108,49,51,-2
"Nocturnal Animals","2016","Drama","R",116,74,73,1
"Non-Stop","2014","Action & Adventure","PG-13",107,62,63,-1
"Norbit","2007","Comedy","PG-13",102,9,53,-44
"Norman (Norman: The Moderate Rise and Tragic Fall of a New York Fixer)","2017","Drama","R",118,88,57,31
"North Country","2005","Drama","R",126,69,76,-7
"Northfork","2003","Drama","PG-13",103,56,66,-10
"Notes on a Scandal","2006","Drama","R",98,87,83,4
"Notorious","2009","Drama","R",122,52,65,-13
"Novitiate","2017","Drama","R",123,86,69,17
"Novocaine","2001","Comedy","R",94,38,38,0
"Nowhere Boy","2010","Drama","R",97,80,74,6
"Nurse Betty","2000","Comedy","R",108,83,45,38
"O","2001","Drama","R",95,64,58,6
"O Brother, Where Art Thou?","2000","Comedy","PG-13",106,77,89,-12
"Oblivion","2013","Action & Adventure","PG-13",125,53,61,-8
"Observe and Report","2009","Comedy","R",86,51,37,14
"Obvious Child","2014","Comedy","R",83,90,72,18
"Ocean's 8","2018","Action & Adventure","PG-13",110,69,45,24
"Ocean's Eleven","2001","Action & Adventure","PG-13",116,82,80,2
"Ocean's Thirteen","2007","Action & Adventure","PG-13",122,70,75,-5
"Ocean's Twelve","2004","Action & Adventure","PG-13",125,55,60,-5
"Oculus","2014","Drama","R",105,74,53,21
"Office Christmas Party","2016","Comedy","R",105,41,40,1
"Official Secrets","2019","Drama","R",112,82,89,-7
"Okja","2017","Action & Adventure","NR",118,86,81,5
"Old Dogs","2009","Comedy","PG",88,5,44,-39
"Old School","2003","Comedy","R",90,60,86,-26
"Oldboy","2005","Drama","R",118,82,94,-12
"Oliver Twist","2005","Drama","PG-13",130,61,63,-2
"Olympus Has Fallen","2013","Action & Adventure","R",120,49,66,-17
"On Chesil Beach","2018","Drama","R",110,68,62,6
"On the Basis of Sex","2019","Drama","PG-13",120,73,76,-3
"On the Road","2012","Action & Adventure","R",139,44,34,10
"Once","2007","Drama","R",86,97,91,6
"Once Upon a Time In Hollywood","2019","Comedy","R",159,85,70,15
"Once upon a Time in Mexico","2003","Action & Adventure","R",101,66,64,2
"Ondine","2010","Drama","PG-13",110,68,60,8
"One Day","2011","Comedy","PG-13",108,36,49,-13
"One Hour Photo","2002","Drama","R",95,82,65,17
"Ong-Bak (Ong Bak: Muay Thai Warrior)","2005","Action & Adventure","R",107,85,84,1
"Only God Forgives","2013","Action & Adventure","R",90,41,37,4
"Only Lovers Left Alive","2014","Drama","R",122,85,75,10
"Only the Brave","2017","Action & Adventure","PG-13",134,87,91,-4
"Onward","2020","Action & Adventure","PG",103,88,95,-7
"Open Range","2003","Action & Adventure","R",138,79,84,-5
"Open Season","2006","Action & Adventure","PG",87,48,57,-9
"Operation Finale","2018","Drama","PG-13",122,60,64,-4
"Ophelia","2019","Drama","PG-13",114,60,60,0
"Orange County","2002","Comedy","PG-13",81,46,61,-15
"Orphan","2009","Drama","R",123,56,63,-7
"Osmosis Jones","2001","Comedy","PG",98,55,41,14
"Ouija: Origin of Evil","2016","Horror","PG-13",99,82,57,25
"Our Brand is Crisis","2015","Comedy","R",108,36,34,2
"Our Idiot Brother","2011","Comedy","R",96,70,51,19
"Our Kind of Traitor","2016","Drama","R",108,72,50,22
"Our Little Sister (Umimachi Diary)","2016","Drama","PG",126,94,83,11
"Out of Time","2003","Action & Adventure","PG-13",105,64,58,6
"Out of the Furnace","2013","Drama","R",116,54,52,2
"Outlaw King","2018","Action & Adventure","R",137,61,67,-6
"Over Her Dead Body","2008","Comedy","PG-13",95,15,42,-27
"Over the Hedge","2006","Animation","PG",83,75,71,4
"Oz the Great and Powerful","2013","Action & Adventure","PG",130,57,56,1
"P.S. I Love You","2007","Comedy","PG-13",126,25,80,-55
"POM Wonderful Presents: The Greatest Movie Ever Sold","2011","Comedy","PG-13",86,72,64,8
"Pacific Rim","2013","Action & Adventure","PG-13",131,72,77,-5
"Pacific Rim Uprising","2018","Action & Adventure","PG-13",111,43,38,5
"Paddington","2015","Comedy","PG",95,98,80,18
"Paddington 2","2018","Animation","PG",103,100,88,12
"Page One: Inside the New York Times","2011","Documentary","R",88,78,75,3
"Pain & Gain","2013","Action & Adventure","R",129,50,47,3
"Pain and Glory (Dolor y gloria)","2019","Drama","R",113,97,91,6
"Palindromes","2004","Comedy","NR",100,43,69,-26
"Palo Alto","2014","Drama","R",97,69,49,20
"Pan","2015","Action & Adventure","PG",111,27,40,-13
"Pan's Labyrinth","2006","Drama","R",120,95,91,4
"Panic Room","2002","Drama","R",112,75,63,12
"Paper Heart","2009","Comedy","PG-13",88,60,45,15
"Paper Towns","2015","Drama","PG-13",109,58,47,11
"ParaNorman","2012","Action & Adventure","PG",96,89,72,17
"Paranoia","2013","Drama","PG-13",106,7,35,-28
"Paranormal Activity","2009","Horror","R",86,83,57,26
"Paranormal Activity 2","2010","Horror","R",91,58,48,10
"Paranormal Activity 3","2011","Horror","R",81,66,51,15
"Paranormal Activity 4","2012","Horror","R",87,23,34,-11
"Paris Can Wait (Bonjour Anne)","2017","Comedy","PG",92,47,39,8
"Parkland","2013","Drama","PG-13",94,50,47,3
"Paterson","2016","Comedy","R",118,96,72,24
"Patriots Day","2017","Drama","R",130,80,86,-6
"Paul Blart: Mall Cop","2009","Comedy","PG",91,34,43,-9
"Pawn Sacrifice","2015","Drama","PG-13",114,72,66,6
"Pay It Forward","2000","Drama","PG-13",122,39,77,-38
"Paycheck","2003","Action & Adventure","PG-13",119,27,45,-18
"Pearl Harbor","2001","Action & Adventure","PG-13",183,24,66,-42
"Penelope","2006","Comedy","PG-13",90,54,73,-19
"Penguins Of Madagascar","2014","Animation","PG",92,73,63,10
"People Like Us","2012","Comedy","PG-13",115,53,62,-9
"Peppermint","2018","Action & Adventure","R",102,12,71,-59
"Percy Jackson & the Olympians: The Lightning Thief","2010","Action & Adventure","PG",119,49,53,-4
"Percy Jackson: Sea of Monsters","2013","Action & Adventure","PG",106,42,55,-13
"Perfect Stranger","2007","Drama","R",109,10,51,-41
"Perfume: The Story of a Murderer","2006","Drama","R",145,59,74,-15
"Persepolis","2007","Animation","PG-13",95,96,92,4
"Personal Velocity: Three Portraits","2002","Documentary","R",85,69,62,7
"Peter Rabbit","2018","Action & Adventure","PG",95,63,56,7
"Phantom Thread","2018","Drama","R",130,91,71,20
"Philomena","2013","Drama","PG-13",97,90,89,1
"Pieces of April","2003","Comedy","PG-13",81,84,73,11
"Pina","2011","Documentary","PG",104,95,81,14
"Pineapple Express","2008","Comedy","R",112,68,73,-5
"Pink Panther 2","2009","Action & Adventure","PG",92,13,42,-29
"Piranha 3-D","2010","Comedy","R",88,74,43,31
"Pirate Radio (The Boat That Rocked)","2009","Comedy","R",129,61,71,-10
"Pirates of the Caribbean: At Worlds End","2007","Action & Adventure","PG-13",168,44,72,-28
"Pirates of the Caribbean: Dead Man's Chest","2006","Action & Adventure","PG-13",151,53,72,-19
"Pirates of the Caribbean: Dead Men Tell No Tales","2017","Action & Adventure","PG-13",123,29,61,-32
"Pirates of the Caribbean: On Stranger Tides","2011","Action & Adventure","PG-13",136,33,54,-21
"Pirates of the Caribbean: The Curse of the Black Pearl","2003","Action & Adventure","PG-13",143,79,86,-7
"Pitch Black","2000","Horror","R",108,59,77,-18
"Pitch Perfect","2012","Comedy","PG-13",112,80,83,-3
"Pitch Perfect 2","2015","Comedy","PG-13",115,65,64,1
"Pitch Perfect 3","2017","Comedy","PG-13",94,28,44,-16
"Pixels","2015","Animation","PG-13",106,17,46,-29
"Planes","2013","Animation","PG",92,25,49,-24
"Planet 51","2009","Action & Adventure","PG",91,23,40,-17
"Please Give","2010","Comedy","R",90,87,64,23
"Pokémon Detective Pikachu","2019","Action & Adventure","PG",104,68,79,-11
"Pollock","2000","Drama","R",118,81,74,7
"Pompeii","2014","Action & Adventure","PG-13",105,28,34,-6
"Ponyo","2009","Action & Adventure","G",100,92,83,9
"Popstar: Never Stop Never Stopping","2016","Comedy","R",86,79,65,14
"Portrait of a Lady on Fire (Portrait de la jeune fille en feu)","2020","Drama","R",121,98,92,6
"Poseidon","2006","Action & Adventure","PG-13",98,33,43,-10
"Possession","2002","Drama","PG-13",102,64,58,6
"Precious: Based on the Novel Push by Sapphire","2009","Drama","R",109,92,81,11
"Predators","2010","Action & Adventure","R",107,64,52,12
"Premium Rush","2012","Action & Adventure","PG-13",91,74,60,14
"Premonition","2007","Drama","PG-13",96,8,50,-42
"Pride","2007","Drama","PG",104,46,72,-26
"Pride and Glory","2008","Drama","R",129,35,49,-14
"Pride and Prejudice and Zombies","2016","Comedy","PG-13",108,45,45,0
"Prime","2005","Comedy","PG-13",105,50,52,-2
"Primer","2004","Drama","PG-13",78,73,79,-6
"Prince Avalanche","2013","Comedy","R",93,82,53,29
"Prince of Persia: The Sands of Time","2010","Action & Adventure","PG-13",116,37,58,-21
"Prisoners","2013","Drama","R",153,81,87,-6
"Private Life","2018","Drama","R",124,94,78,16
"Professor Marston & The Wonder Women","2017","Drama","R",108,87,77,10
"Prometheus","2012","Action & Adventure","R",123,73,68,5
"Promised Land","2013","Drama","R",106,53,46,7
"Proof","2005","Drama","PG-13",100,62,59,3
"Proof of Life","2000","Action & Adventure","R",135,39,43,-4
"Public Enemies","2009","Action & Adventure","R",140,68,59,9
"Punch-Drunk Love","2002","Comedy","R",95,79,77,2
"Punisher: War Zone","2008","Action & Adventure","R",107,29,42,-13
"Puss in Boots","2011","Action & Adventure","PG",90,86,67,19
"Quantum of Solace","2008","Action & Adventure","PG-13",105,65,58,7
"Queen & Slim","2019","Drama","R",132,82,92,-10
"Queen of the Damned","2002","Horror","R",101,17,66,-49
"Quills","2000","Drama","R",123,75,83,-8
"R.I.P.D.","2013","Action & Adventure","PG-13",98,13,38,-25
"RV","2006","Action & Adventure","PG",98,23,45,-22
"Rabbit Hole","2010","Drama","PG-13",91,87,72,15
"Rabbit-Proof Fence","2002","Action & Adventure","PG",94,87,86,1
"Race","2016","Drama","PG-13",134,62,77,-15
"Race to Witch Mountain","2009","Action & Adventure","PG",99,43,44,-1
"Rachel Getting Married","2008","Drama","R",111,84,62,22
"Radio","2003","Drama","PG",109,35,79,-44
"Raising Helen","2004","Comedy","PG-13",119,25,61,-36
"Ralph Breaks the Internet","2018","Animation","PG",112,88,65,23
"Rambo (Rambo IV)","2008","Action & Adventure","R",91,38,69,-31
"Rambo: Last Blood","2019","Action & Adventure","R",89,26,82,-56
"Rampage","2018","Action & Adventure","PG-13",107,51,71,-20
"Rango","2011","Action & Adventure","PG",105,88,69,19
"Rare Exports: A Christmas Tale","2010","Action & Adventure","R",77,90,70,20
"Rat Race","2001","Comedy","PG-13",112,44,64,-20
"Ratatouille","2007","Animation","G",111,96,87,9
"Raw","2017","Horror","R",98,92,76,16
"Ray","2004","Drama","PG-13",153,80,87,-7
"Ready Player One","2018","Action & Adventure","PG-13",140,72,77,-5
"Ready or Not","2019","Horror","R",95,88,78,10
"Real Steel","2011","Action & Adventure","PG-13",127,60,73,-13
"Red 2","2013","Action & Adventure","PG-13",116,44,63,-19
"Red Army","2015","Documentary","PG",85,92,85,7
"Red Dragon","2002","Drama","R",119,68,74,-6
"Red Eye","2005","Action & Adventure","PG-13",85,79,64,15
"Red Joan","2019","Drama","R",110,30,55,-25
"Red Riding Hood","2011","Horror","PG-13",99,10,39,-29
"Red Sparrow","2018","Action & Adventure","R",139,45,49,-4
"Red Tails","2012","Drama","PG-13",125,40,58,-18
"Redacted","2007","Documentary","R",91,45,45,0
"Redbelt","2008","Action & Adventure","R",99,68,65,3
"Reign Over Me","2007","Drama","R",124,64,81,-17
"Reign of Fire","2002","Action & Adventure","PG-13",101,42,49,-7
"Relic","2020","Drama","R",89,91,49,42
"Religulous","2008","Comedy","R",101,69,78,-9
"Remember Me","2010","Drama","PG-13",113,27,69,-42
"Remember the Titans","2000","Drama","PG",113,73,93,-20
"Rendition","2007","Drama","R",122,47,62,-15
"Rent","2005","Comedy","PG-13",135,46,83,-37
"Repo Men","2010","Action & Adventure","R",111,22,41,-19
"Requiem for a Dream","2000","Drama","R",101,79,93,-14
"Rescue Dawn","2007","Action & Adventure","PG-13",125,90,75,15
"Reservation Road","2007","Drama","R",102,38,52,-14
"Resident Evil","2002","Action & Adventure","R",100,36,67,-31
"Resident Evil: Afterlife","2010","Action & Adventure","R",97,22,48,-26
"Resident Evil: Apocalypse","2004","Horror","R",93,20,60,-40
"Restless","2011","Drama","PG-13",93,38,48,-10
"Restrepo","2010","Documentary","R",93,96,88,8
"Resurrecting the Champ","2007","Drama","PG-13",112,60,60,0
"Revolutionary Road","2008","Drama","R",119,67,71,-4
"Richard Jewell","2019","Drama","R",131,77,96,-19
"Ricki And The Flash","2015","Comedy","PG-13",100,65,43,22
"Riddick","2013","Action & Adventure","R",118,57,56,1
"Ride Along","2014","Action & Adventure","PG-13",99,18,58,-40
"Ride Along 2","2016","Action & Adventure","PG-13",101,13,48,-35
"Riding in Cars With Boys","2001","Comedy","PG-13",132,49,66,-17
"Righteous Kill","2008","Drama","R",100,18,37,-19
"Rings","2017","Drama","PG-13",97,8,23,-15
"Rio","2011","Action & Adventure","G",96,72,71,1
"Rio 2","2014","Animation","G",101,48,58,-10
"Rise of the Guardians","2012","Action & Adventure","PG",97,75,80,-5
"Rise of the Planet of the Apes","2011","Action & Adventure","PG-13",105,82,77,5
"Risen","2016","Action & Adventure","PG-13",108,53,70,-17
"Road to Perdition","2002","Drama","R",116,81,86,-5
"Robot & Frank","2012","Comedy","PG-13",90,86,75,11
"Robots","2005","Animation","PG",90,64,53,11
"Rock Star","2001","Comedy","R",106,53,59,-6
"Rock of Ages","2012","Drama","PG-13",118,43,55,-12
"Rock the Kasbah","2015","Drama","R",106,7,28,-21
"Rocketman","2019","Drama","R",121,89,88,1
"RocknRolla","2008","Action & Adventure","R",114,60,71,-11
"Rocky Balboa","2006","Drama","PG",102,77,76,1
"Roger Dodger","2002","Comedy","R",104,88,76,12
"Rogue One: A Star Wars Story","2016","Action & Adventure","PG-13",134,84,86,-2
"Role Models","2008","Comedy","R",99,77,74,3
"Roma","2018","Drama","R",135,96,72,24
"Roman J. Israel, Esq.","2017","Drama","PG-13",117,54,53,1
"Room","2015","Drama","R",118,93,93,0
"Room 237","2013","Documentary","NR",102,94,55,39
"Rosewater","2014","Drama","R",103,76,68,8
"Rough Night","2017","Comedy","R",96,44,29,15
"Ruby Sparks","2012","Comedy","R",104,79,75,4
"Rudo y Cursi","2009","Comedy","R",103,73,66,7
"Rules Don't Apply","2016","Comedy","PG-13",121,54,33,21
"Rumor Has It","2005","Comedy","PG-13",97,19,41,-22
"Run Fatboy Run","2007","Comedy","PG-13",100,47,64,-17
"Runaway Jury","2003","Drama","PG-13",127,73,75,-2
"Runner Runner","2013","Drama","R",91,8,33,-25
"Running Scared","2006","Action & Adventure","R",121,41,79,-38
"Running With Scissors","2006","Comedy","R",120,31,56,-25
"Rush Hour 2","2001","Action & Adventure","PG-13",90,52,74,-22
"Rush Hour 3","2007","Action & Adventure","PG-13",91,18,63,-45
"S.W.A.T.","2003","Action & Adventure","PG-13",116,48,52,-4
"Saban's Power Rangers","2017","Action & Adventure","PG-13",124,49,65,-16
"Safe Haven","2013","Drama","PG-13",115,13,67,-54
"Safe House","2012","Action & Adventure","R",115,53,63,-10
"Safety Not Guaranteed","2012","Comedy","R",84,91,80,11
"Salmon Fishing in the Yemen","2012","Comedy","PG-13",111,67,64,3
"Salt","2010","Action & Adventure","PG-13",100,62,59,3
"San Andreas","2015","Action & Adventure","PG-13",114,50,52,-2
"Sanctum","2011","Action & Adventure","R",109,29,37,-8
"Sarah Silverman: Jesus Is Magic","2005","Comedy","R",72,65,65,0
"Sausage Party","2016","Animation","R",89,82,50,32
"Savages","2012","Drama","R",130,50,54,-4
"Saved!","2004","Comedy","PG-13",92,61,78,-17
"Saving Mr. Banks","2013","Comedy","PG-13",125,79,84,-5
"Saving Silverman","2001","Comedy","PG-13",90,19,51,-32
"Saw","2004","Horror","R",103,49,84,-35
"Saw II","2005","Horror","R",93,37,59,-22
"Say It Isn't So","2001","Comedy","R",95,9,32,-23
"Scary Movie","2000","Comedy","R",88,53,43,10
"Scary Movie 2","2001","Comedy","R",82,15,52,-37
"Scary Movie 3","2003","Comedy","PG-13",80,35,54,-19
"Scary Movie 4","2006","Comedy","PG-13",83,35,51,-16
"Scary Stories to Tell in the Dark","2019","Horror","NR",111,78,72,6
"School of Rock","2003","Comedy","PG-13",108,91,64,27
"Scoob!","2020","Action & Adventure","PG",94,48,55,-7
"Scooby-Doo","2002","Comedy","PG",86,30,38,-8
"Scooby-Doo 2: Monsters Unleashed","2004","Action & Adventure","PG",93,22,39,-17
"Scoop","2006","Comedy","PG-13",96,41,55,-14
"Scott Pilgrim vs. the World","2010","Action & Adventure","PG-13",112,82,84,-2
"Scream 3","2000","Horror","R",116,39,37,2
"Scream 4","2011","Horror","R",112,60,55,5
"Sea Fever","2020","Horror","NR",90,86,47,39
"Seabiscuit","2003","Drama","PG-13",140,78,76,2
"Searching for Sugar Man","2012","Documentary","PG-13",86,95,92,3
"Season of the Witch","2011","Action & Adventure","PG-13",95,11,30,-19
"Second Act","2018","Comedy","PG-13",104,44,43,1
"Secondhand Lions","2003","Comedy","PG",109,60,84,-24
"Secret Window","2004","Drama","PG-13",95,46,65,-19
"Secret in Their Eyes","2015","Drama","PG-13",111,39,41,-2
"Secretariat","2010","Drama","PG",123,63,76,-13
"Seeking a Friend for the End of the World","2012","Comedy","R",101,55,53,2
"Self/Less","2015","Drama","PG-13",116,19,46,-27
"Selma","2014","Drama","PG-13",128,99,86,13
"Semi-Pro","2008","Comedy","R",91,22,38,-16
"Senna","2011","Documentary","PG-13",104,93,95,-2
"Serena","2015","Drama","R",109,16,23,-7
"Serendipity","2001","Comedy","PG-13",90,58,79,-21
"Serenity","2005","Action & Adventure","PG-13",119,82,91,-9
"Serving Sara","2002","Comedy","PG-13",99,4,26,-22
"Seven Pounds","2008","Drama","PG-13",124,26,75,-49
"Seven Psychopaths","2012","Comedy","R",111,83,71,12
"Seventh Son","2015","Drama","PG-13",102,12,34,-22
"Sex Drive","2008","Comedy","R",108,45,58,-13
"Sex Tape","2014","Comedy","R",94,16,33,-17
"Sex and the City","2008","Comedy","R",145,50,77,-27
"Sex and the City 2","2010","Comedy","R",147,16,43,-27
"Sexy Beast","2000","Comedy","R",88,87,85,2
"Shadow of the Vampire","2000","Drama","R",93,82,74,8
"Shallow Hal","2001","Comedy","PG-13",114,50,45,5
"Shame","2011","Drama","NC17",99,79,75,4
"Shanghai Knights","2003","Action & Adventure","PG-13",114,66,54,12
"Shanghai Noon","2000","Action & Adventure","PG-13",110,79,65,14
"Shark Tale","2004","Action & Adventure","PG",90,36,49,-13
"Shattered Glass","2003","Drama","PG-13",95,92,79,13
"Shaun of the Dead","2004","Action & Adventure","R",97,91,93,-2
"Shaun the Sheep Movie","2015","Animation","PG",85,99,81,18
"Shazam!","2019","Action & Adventure","PG-13",132,90,82,8
"She Dies Tomorrow","2020","Comedy","R",84,84,23,61
"She Hate Me","2004","Comedy","R",138,19,60,-41
"She's Out of My League","2010","Comedy","R",106,58,59,-1
"She's the Man","2006","Comedy","PG-13",105,43,79,-36
"Sherlock Holmes","2009","Action & Adventure","PG-13",128,69,77,-8
"Sherlock Holmes: A Game of Shadows","2011","Action & Adventure","PG-13",129,59,77,-18
"Shine a Light","2008","Documentary","PG-13",122,86,74,12
"Shirley","2020","Drama","R",107,88,56,32
"Shoot 'Em Up","2007","Action & Adventure","R",87,67,65,2
"Shooter","2007","Action & Adventure","R",126,47,80,-33
"Shopgirl","2005","Comedy","R",116,60,58,2
"Short Term 12","2013","Drama","R",96,98,92,6
"Shorts: The Adventures of the Wishing Rock","2009","Action & Adventure","PG",89,46,32,14
"Showtime","2002","Comedy","PG-13",95,25,25,0
"Shrek","2001","Animation","PG",89,88,90,-2
"Shrek 2","2004","Animation","PG",92,89,69,20
"Shrek Forever After","2010","Action & Adventure","PG",95,58,54,4
"Shrek the Third","2007","Animation","PG",93,41,52,-11
"Shutter Island","2010","Action & Adventure","R",138,68,76,-8
"Sicario","2015","Action & Adventure","R",121,92,85,7
"Sicario: Day of the Soldado","2018","Action & Adventure","R",122,62,65,-3
"Sicko","2007","Documentary","PG-13",113,92,87,5
"Sideways","2004","Comedy","R",126,97,79,18
"Sightseers","2013","Comedy","NR",88,85,62,23
"Silence","2017","Drama","R",161,83,69,14
"Silent Hill","2006","Action & Adventure","R",119,31,63,-32
"Silent House","2012","Horror","R",88,43,30,13
"Silver City","2004","Comedy","R",128,48,32,16
"Silver Linings Playbook","2012","Comedy","R",122,92,86,6
"Simone","2002","Comedy","PG-13",117,50,35,15
"Sin City","2005","Action & Adventure","R",124,77,78,-1
"Sin Nombre","2009","Drama","R",96,88,89,-1
"Sinbad: Legend of the Seven Seas","2003","Action & Adventure","PG",86,45,56,-11
"Sing","2016","Animation","PG",108,72,72,0
"Sinister","2012","Horror","R",109,63,61,2
"Sky Captain and the World of Tomorrow","2004","Action & Adventure","PG",107,70,46,24
"Sky High","2005","Action & Adventure","PG",100,73,57,16
"Skyfall","2012","Action & Adventure","PG-13",143,92,86,6
"Skyscraper","2018","Action & Adventure","PG-13",102,48,62,-14
"Slackers","2002","Comedy","R",86,10,51,-41
"Sleeping with Other People","2015","Comedy","R",100,63,57,6
"Sleepover","2004","Comedy","PG",89,15,54,-39
"Sleepwalk With Me","2012","Comedy","PG-13",90,84,71,13
"Slither","2006","Comedy","R",96,86,63,23
"Slow West","2015","Action & Adventure","R",91,92,74,18
"Slumdog Millionaire","2008","Drama","R",116,91,90,1
"Smallfoot","2018","Action & Adventure","PG",96,75,62,13
"Smart People","2008","Comedy","R",94,49,39,10
"Smashed","2012","Comedy","R",81,83,68,15
"Smokin' Aces","2007","Action & Adventure","R",109,30,62,-32
"Snakes on a Plane","2006","Action & Adventure","R",105,69,49,20
"Snatch","2001","Action & Adventure","R",98,73,93,-20
"Snatched","2017","Action & Adventure","R",90,36,29,7
"Snitch","2013","Action & Adventure","PG-13",112,57,61,-4
"Snow Angels","2007","Drama","R",106,68,67,1
"Snow White and the Huntsman","2012","Action & Adventure","PG-13",127,49,52,-3
"Snowden","2016","Drama","R",134,61,70,-9
"Solaris","2002","Drama","PG-13",99,66,59,7
"Solo: A Star Wars Story","2018","Action & Adventure","PG-13",135,70,64,6
"Someone Like You","2001","Comedy","PG-13",97,42,56,-14
"Something Borrowed","2011","Comedy","PG-13",112,15,48,-33
"Something New","2006","Comedy","PG-13",100,61,72,-11
"Something's Gotta Give","2003","Comedy","PG-13",125,72,69,3
"Somewhere","2010","Comedy","R",98,71,48,23
"Son of Rambow","2007","Comedy","PG-13",95,73,79,-6
"Son of Saul","2015","Drama","R",107,96,79,17
"Son of the Mask","2005","Comedy","PG",95,6,16,-10
"Song to Song","2017","Comedy","R",129,44,36,8
"Sonic the Hedgehog","2020","Action & Adventure","PG",100,63,93,-30
"Sorry to Bother You","2018","Comedy","R",105,93,70,23
"Soul Plane","2004","Comedy","R",86,18,51,-33
"Soul Surfer","2011","Action & Adventure","PG",106,45,75,-30
"Sound of My Voice","2012","Drama","R",84,75,66,9
"Source Code","2011","Action & Adventure","PG-13",89,92,82,10
"Southland Tales","2007","Comedy","R",144,39,41,-2
"Southpaw","2015","Drama","R",123,59,75,-16
"Southside With You","2016","Drama","PG-13",81,92,71,21
"Space Cowboys","2000","Action & Adventure","PG-13",129,78,53,25
"Spaceship Earth","2020","Documentary","NR",114,87,62,25
